"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16"
"Aa_097","0.02","0.02","0.01","0.00","0.00","0.29","0.49","0.00","0.11","0.16","0.39","0.00","0.02","0.26","0.08","0.00"
"Aa_098","0.01","0.00","0.00","0.00","0.02","0.43","0.00","0.00","0.16","0.57","0.00","0.00","0.11","0.10","0.02","0.00"
"Aa_099","0.02","0.00","0.00","0.02","0.05","0.55","0.39","0.00","0.24","0.22","0.45","0.10","0.02","0.16","0.00","0.09"
"Aa_100","0.00","0.00","0.00","0.02","0.14","0.44","0.22","0.00","0.25","0.39","0.29","0.00","0.00","0.00","0.05","0.02"
"B_001","0.02","0.17","0.00","0.00","0.05","0.40","0.03","0.00","0.03","0.31","0.28","0.00","0.06","0.39","0.24","0.00"
"B_002","0.00","0.21","0.00","0.00","0.00","0.42","0.03","0.00","0.00","0.39","0.25","0.00","0.06","0.36","0.18","0.00"
"B_003","0.00","0.07","0.00","0.00","0.00","0.32","0.24","0.00","0.00","0.38","0.33","0.00","0.02","0.19","0.23","0.00"
"B_004","0.00","0.06","0.00","0.01","0.00","0.25","0.39","0.00","0.00","0.26","0.34","0.13","0.02","0.26","0.04","0.21"
"B_005","0.00","0.00","0.00","0.00","0.00","0.25","0.25","0.00","0.00","0.45","0.34","0.04","0.00","0.28","0.19","0.10"
"B_006","0.00","0.00","0.00","0.00","0.00","0.44","0.06","0.00","0.00","0.61","0.26","0.00","0.09","0.31","0.00","0.00"
"B_007","0.00","0.00","0.00","0.00","0.15","0.40","0.00","0.00","0.06","0.52","0.21","0.00","0.21","0.40","0.15","0.00"
"B_008","0.00","0.02","0.00","0.00","0.00","0.36","0.20","0.00","0.00","0.53","0.29","0.00","0.02","0.44","0.22","0.00"
"B_009","0.00","0.00","0.00","0.00","0.05","0.44","0.12","0.00","0.05","0.48","0.12","0.00","0.00","0.36","0.51","0.00"
"B_010","0.07","0.02","0.02","0.02","0.35","0.39","0.01","0.00","0.18","0.45","0.27","0.00","0.19","0.35","0.12","0.00"
"B_011","0.14","0.06","0.00","0.02","0.18","0.36","0.00","0.00","0.35","0.27","0.38","0.00","0.26","0.32","0.04","0.00"
"B_012","0.01","0.12","0.00","0.00","0.02","0.47","0.42","0.01","0.00","0.59","0.30","0.00","0.00","0.47","0.37","0.00"
"B_013","0.02","0.01","0.00","0.00","0.10","0.55","0.07","0.00","0.06","0.43","0.16","0.00","0.15","0.36","0.21","0.00"
"B_014","0.00","0.02","0.00","0.02","0.36","0.35","0.00","0.00","0.41","0.18","0.16","0.00","0.40","0.19","0.00","0.00"
"B_015","0.00","0.00","0.00","0.02","0.04","0.40","0.17","0.00","0.05","0.48","0.16","0.00","0.12","0.38","0.29","0.00"
"B_016","0.02","0.02","0.02","0.00","0.41","0.13","0.00","0.00","0.64","0.09","0.00","0.00","0.37","0.12","0.00","0.00"
"B_017","0.02","0.00","0.02","0.00","0.08","0.41","0.00","0.00","0.02","0.56","0.14","0.00","0.00","0.32","0.15","0.00"
"B_018","0.00","0.00","0.00","0.02","0.00","0.37","0.18","0.00","0.00","0.56","0.25","0.00","0.00","0.40","0.15","0.00"
"B_019","0.00","0.01","0.00","0.00","0.10","0.43","0.00","0.00","0.03","0.51","0.09","0.00","0.00","0.36","0.16","0.00"
"B_020","0.02","0.01","0.01","0.02","0.00","0.43","0.18","0.00","0.00","0.63","0.39","0.00","0.00","0.17","0.26","0.00"
"B_021","0.01","0.01","0.00","0.02","0.00","0.26","0.18","0.00","0.00","0.43","0.32","0.00","0.00","0.34","0.31","0.00"
"B_022","0.04","0.04","0.00","0.00","0.00","0.27","0.28","0.00","0.00","0.25","0.35","0.00","0.00","0.32","0.31","0.10"
"B_023","0.04","0.28","0.11","0.01","0.08","0.36","0.21","0.00","0.00","0.37","0.26","0.00","0.02","0.45","0.32","0.00"
"B_024","0.01","0.06","0.02","0.03","0.00","0.47","0.00","0.00","0.21","0.48","0.16","0.00","0.23","0.43","0.16","0.00"
"B_025","0.17","0.26","0.02","0.02","0.33","0.36","0.00","0.00","0.35","0.23","0.01","0.00","0.26","0.27","0.00","0.00"
"B_026","0.02","0.00","0.00","0.00","0.06","0.40","0.13","0.00","0.04","0.45","0.14","0.00","0.03","0.17","0.32","0.00"
"B_027","0.00","0.00","0.00","0.00","0.00","0.47","0.00","0.00","0.05","0.50","0.09","0.00","0.02","0.32","0.05","0.00"
"B_028","0.00","0.16","0.08","0.00","0.07","0.53","0.00","0.00","0.00","0.56","0.14","0.00","0.00","0.36","0.26","0.00"
"B_029","0.00","0.00","0.00","0.01","0.00","0.24","0.26","0.00","0.00","0.30","0.26","0.02","0.00","0.27","0.28","0.08"
"B_030","0.00","0.02","0.02","0.00","0.00","0.34","0.25","0.00","0.00","0.50","0.25","0.00","0.02","0.27","0.13","0.00"
"B_031","0.00","0.00","0.00","0.00","0.00","0.29","0.12","0.00","0.00","0.50","0.15","0.00","0.14","0.26","0.21","0.00"
"B_032","0.00","0.14","0.00","0.00","0.00","0.31","0.02","0.00","0.02","0.42","0.15","0.00","0.19","0.22","0.16","0.00"
"B_033","0.00","0.02","0.02","0.02","0.00","0.35","0.11","0.00","0.00","0.49","0.14","0.00","0.12","0.24","0.21","0.00"
"B_034","0.00","0.03","0.02","0.02","0.00","0.29","0.22","0.00","0.00","0.40","0.05","0.00","0.00","0.29","0.22","0.00"
"B_035","0.00","0.18","0.16","0.02","0.00","0.36","0.23","0.00","0.00","0.21","0.17","0.00","0.00","0.27","0.02","0.00"
"B_036","0.05","0.32","0.02","0.05","0.09","0.43","0.00","0.00","0.10","0.28","0.17","0.00","0.27","0.27","0.05","0.00"
"B_037","0.02","0.02","0.03","0.02","0.00","0.40","0.16","0.00","0.00","0.40","0.12","0.00","0.10","0.35","0.19","0.00"
"B_038","0.02","0.03","0.00","0.03","0.28","0.23","0.11","0.00","0.21","0.33","0.08","0.00","0.08","0.20","0.11","0.00"
"B_039","0.00","0.02","0.02","0.00","0.00","0.41","0.16","0.00","0.01","0.36","0.17","0.00","0.05","0.27","0.14","0.00"
"B_040","0.02","0.03","0.00","0.03","0.00","0.28","0.13","0.00","0.00","0.37","0.19","0.00","0.00","0.24","0.17","0.00"
"B_041","0.04","0.04","0.05","0.02","0.08","0.31","0.00","0.00","0.18","0.27","0.00","0.00","0.17","0.14","0.13","0.00"
"B_042","0.03","0.05","0.05","0.03","0.10","0.22","0.18","0.00","0.12","0.36","0.04","0.00","0.12","0.13","0.08","0.00"
"B_043","0.02","0.02","0.05","0.03","0.00","0.35","0.04","0.00","0.00","0.46","0.12","0.00","0.18","0.29","0.03","0.00"
"B_044","0.09","0.10","0.04","0.03","0.07","0.22","0.00","0.00","0.17","0.34","0.00","0.00","0.26","0.15","0.15","0.00"
"B_045","0.06","0.07","0.06","0.03","0.10","0.29","0.13","0.00","0.00","0.36","0.26","0.00","0.02","0.27","0.22","0.00"
"B_046","0.08","0.07","0.06","0.05","0.01","0.19","0.13","0.00","0.00","0.40","0.27","0.00","0.00","0.40","0.20","0.00"
"B_047","0.07","0.04","0.07","0.04","0.12","0.39","0.02","0.00","0.21","0.23","0.14","0.00","0.07","0.23","0.06","0.00"
"B_048","0.08","0.05","0.02","0.05","0.16","0.31","0.00","0.00","0.24","0.34","0.15","0.00","0.29","0.06","0.18","0.00"
"B_049","0.08","0.02","0.08","0.03","0.21","0.23","0.13","0.00","0.12","0.31","0.02","0.00","0.31","0.20","0.02","0.00"
"B_050","0.06","0.09","0.04","0.04","0.25","0.24","0.00","0.00","0.26","0.18","0.27","0.00","0.08","0.22","0.05","0.00"
"B_051","0.02","0.00","0.00","0.00","0.13","0.15","0.00","0.00","0.10","0.25","0.00","0.00","0.08","0.25","0.02","0.00"
"B_052","0.00","0.00","0.00","0.00","0.00","0.11","0.06","0.00","0.00","0.28","0.11","0.00","0.00","0.34","0.16","0.00"
"B_053","0.00","0.00","0.00","0.00","0.00","0.31","0.18","0.00","0.00","0.57","0.22","0.00","0.02","0.27","0.27","0.00"
"B_054","0.00","0.00","0.00","0.00","0.00","0.35","0.11","0.00","0.00","0.40","0.11","0.00","0.00","0.30","0.09","0.00"
"B_055","0.00","0.00","0.00","0.00","0.11","0.23","0.00","0.00","0.05","0.28","0.02","0.00","0.09","0.23","0.09","0.00"
"B_056","0.00","0.00","0.00","0.00","0.00","0.22","0.08","0.00","0.00","0.25","0.04","0.00","0.00","0.21","0.17","0.00"
"B_057","0.00","0.00","0.00","0.00","0.00","0.08","0.16","0.00","0.00","0.25","0.09","0.00","0.00","0.21","0.06","0.00"
"B_058","0.00","0.02","0.00","0.00","0.00","0.05","0.06","0.00","0.00","0.35","0.15","0.00","0.00","0.30","0.09","0.00"
"B_059","0.00","0.00","0.00","0.00","0.00","0.20","0.11","0.00","0.00","0.38","0.15","0.00","0.00","0.26","0.08","0.00"
"B_060","0.00","0.00","0.00","0.00","0.00","0.16","0.03","0.00","0.00","0.21","0.12","0.00","0.00","0.21","0.11","0.00"
"B_061","0.00","0.13","0.11","0.00","0.00","0.20","0.14","0.00","0.00","0.20","0.17","0.00","0.00","0.22","0.16","0.00"
"B_062","0.00","0.00","0.00","0.00","0.00","0.16","0.15","0.00","0.00","0.43","0.15","0.00","0.02","0.27","0.09","0.00"
"B_063","0.02","0.00","0.00","0.00","0.00","0.14","0.18","0.00","0.00","0.33","0.20","0.00","0.00","0.30","0.18","0.00"
"B_064","0.00","0.00","0.00","0.00","0.01","0.02","0.00","0.00","0.19","0.04","0.00","0.00","0.32","0.15","0.00","0.00"
"B_065","0.00","0.00","0.00","0.00","0.00","0.23","0.13","0.00","0.03","0.41","0.19","0.00","0.00","0.19","0.04","0.08"
"B_066","0.02","0.01","0.01","0.02","0.00","0.45","0.00","0.00","0.04","0.40","0.24","0.00","0.00","0.26","0.11","0.00"
"B_067","0.03","0.15","0.05","0.01","0.07","0.50","0.02","0.00","0.03","0.37","0.17","0.00","0.00","0.04","0.00","0.00"
"B_068","0.02","0.17","0.05","0.02","0.00","0.48","0.12","0.00","0.00","0.21","0.25","0.00","0.00","0.31","0.02","0.00"
"B_069","0.03","0.06","0.04","0.05","0.00","0.46","0.03","0.00","0.00","0.35","0.05","0.00","0.04","0.29","0.02","0.00"
"B_070","0.05","0.12","0.05","0.02","0.19","0.20","0.12","0.00","0.13","0.25","0.21","0.00","0.06","0.31","0.06","0.00"
"B_071","0.02","0.02","0.02","0.05","0.10","0.50","0.10","0.00","0.02","0.43","0.16","0.00","0.02","0.23","0.11","0.00"
"B_072","0.01","0.00","0.02","0.02","0.00","0.32","0.15","0.00","0.00","0.27","0.31","0.05","0.00","0.21","0.29","0.01"
"B_073","0.04","0.05","0.03","0.05","0.02","0.33","0.00","0.00","0.07","0.29","0.14","0.00","0.09","0.31","0.05","0.00"
"B_074","0.04","0.12","0.02","0.02","0.05","0.19","0.00","0.00","0.05","0.17","0.07","0.00","0.11","0.23","0.02","0.00"
"B_075","0.05","0.05","0.04","0.05","0.08","0.16","0.00","0.00","0.08","0.30","0.22","0.00","0.03","0.30","0.02","0.00"
"B_076","0.02","0.05","0.00","0.00","0.17","0.25","0.00","0.00","0.15","0.28","0.16","0.00","0.07","0.22","0.15","0.00"
"B_077","0.00","0.00","0.00","0.00","0.04","0.32","0.00","0.00","0.02","0.35","0.16","0.00","0.00","0.32","0.12","0.00"
"B_078","0.00","0.01","0.01","0.00","0.00","0.28","0.28","0.00","0.00","0.29","0.39","0.00","0.00","0.18","0.31","0.00"
"B_079","0.00","0.00","0.00","0.00","0.05","0.11","0.00","0.00","0.26","0.39","0.00","0.00","0.27","0.31","0.00","0.00"
"B_080","0.00","0.00","0.00","0.00","0.00","0.25","0.26","0.00","0.00","0.42","0.18","0.00","0.00","0.35","0.17","0.00"
"B_081","0.00","0.00","0.00","0.00","0.02","0.31","0.09","0.00","0.00","0.35","0.17","0.00","0.00","0.31","0.14","0.00"
"B_082","0.00","0.10","0.00","0.00","0.00","0.39","0.20","0.00","0.00","0.16","0.23","0.00","0.00","0.24","0.02","0.00"
"B_083","0.00","0.00","0.00","0.00","0.00","0.23","0.08","0.00","0.00","0.53","0.03","0.00","0.00","0.20","0.26","0.00"
"B_084","0.00","0.00","0.00","0.00","0.03","0.31","0.00","0.00","0.00","0.34","0.07","0.00","0.02","0.18","0.13","0.00"
"B_085","0.00","0.02","0.00","0.03","0.00","0.19","0.03","0.00","0.00","0.27","0.04","0.00","0.00","0.19","0.13","0.00"
"B_086","0.00","0.00","0.00","0.01","0.11","0.15","0.00","0.00","0.07","0.31","0.08","0.00","0.00","0.05","0.12","0.00"
"B_087","0.02","0.02","0.01","0.04","0.00","0.21","0.18","0.00","0.00","0.27","0.17","0.00","0.00","0.22","0.12","0.00"
"B_088","0.00","0.02","0.02","0.02","0.09","0.12","0.09","0.00","0.13","0.37","0.00","0.00","0.11","0.06","0.11","0.00"
"B_089","0.03","0.03","0.03","0.04","0.04","0.19","0.11","0.00","0.00","0.37","0.05","0.00","0.01","0.28","0.05","0.00"
"B_090","0.01","0.02","0.06","0.06","0.05","0.32","0.00","0.00","0.02","0.32","0.13","0.00","0.16","0.16","0.07","0.00"
"B_091","0.05","0.05","0.04","0.05","0.00","0.13","0.28","0.00","0.00","0.32","0.22","0.00","0.00","0.30","0.16","0.00"
"B_092","0.04","0.03","0.03","0.01","0.10","0.30","0.00","0.00","0.11","0.29","0.14","0.00","0.25","0.15","0.09","0.00"
"B_093","0.02","0.03","0.05","0.05","0.08","0.35","0.02","0.00","0.07","0.34","0.00","0.00","0.14","0.18","0.00","0.00"
"B_094","0.06","0.06","0.04","0.06","0.12","0.24","0.00","0.00","0.29","0.13","0.00","0.00","0.27","0.12","0.00","0.00"
"B_095","0.07","0.24","0.05","0.05","0.05","0.29","0.00","0.00","0.09","0.14","0.00","0.00","0.16","0.20","0.00","0.00"
"B_096","0.05","0.05","0.04","0.01","0.07","0.21","0.08","0.00","0.14","0.44","0.08","0.00","0.10","0.25","0.11","0.00"
"B_097","0.02","0.03","0.02","0.05","0.00","0.31","0.07","0.00","0.02","0.44","0.09","0.00","0.02","0.17","0.13","0.00"
"B_098","0.05","0.07","0.05","0.03","0.06","0.16","0.00","0.00","0.04","0.43","0.13","0.00","0.13","0.10","0.16","0.00"
"B_099","0.03","0.05","0.05","0.05","0.03","0.08","0.15","0.00","0.05","0.38","0.12","0.00","0.11","0.41","0.01","0.00"
"B_100","0.07","0.05","0.07","0.07","0.21","0.21","0.00","0.00","0.36","0.17","0.00","0.00","0.22","0.05","0.00","0.00"
"Bb_001","0.02","0.01","0.02","0.02","0.02","0.02","0.00","0.00","0.00","0.36","0.13","0.00","0.02","0.27","0.19","0.00"
"Bb_002","0.01","0.01","0.01","0.02","0.00","0.11","0.00","0.00","0.00","0.21","0.28","0.00","0.00","0.09","0.27","0.00"
"Bb_003","0.00","0.09","0.00","0.02","0.00","0.25","0.00","0.00","0.00","0.23","0.25","0.10","0.00","0.29","0.25","0.00"
"Bb_004","0.02","0.04","0.02","0.01","0.00","0.26","0.00","0.00","0.00","0.34","0.22","0.00","0.00","0.38","0.18","0.00"
"Bb_005","0.01","0.10","0.01","0.03","0.00","0.26","0.07","0.00","0.00","0.45","0.30","0.00","0.00","0.19","0.05","0.00"
"Bb_006","0.02","0.04","0.00","0.02","0.00","0.17","0.00","0.00","0.00","0.17","0.28","0.00","0.00","0.02","0.10","0.00"
"Bb_007","0.01","0.02","0.00","0.01","0.00","0.10","0.19","0.00","0.00","0.25","0.09","0.00","0.00","0.19","0.13","0.00"
"Bb_008","0.01","0.03","0.02","0.01","0.00","0.14","0.06","0.00","0.00","0.31","0.26","0.02","0.00","0.19","0.12","0.00"
"Bb_009","0.02","0.08","0.03","0.01","0.00","0.15","0.00","0.00","0.00","0.34","0.16","0.00","0.00","0.29","0.14","0.00"
"Bb_010","0.02","0.04","0.03","0.05","0.00","0.08","0.00","0.00","0.00","0.23","0.15","0.00","0.00","0.26","0.16","0.00"
"Bb_011","0.10","0.09","0.04","0.03","0.02","0.10","0.04","0.00","0.00","0.43","0.19","0.00","0.00","0.14","0.14","0.00"
"Bb_012","0.02","0.06","0.02","0.02","0.00","0.13","0.00","0.00","0.00","0.20","0.25","0.10","0.00","0.02","0.18","0.01"
"Bb_013","0.06","0.05","0.03","0.03","0.00","0.07","0.00","0.00","0.00","0.30","0.12","0.00","0.00","0.20","0.14","0.02"
"Bb_014","0.04","0.05","0.07","0.07","0.00","0.14","0.00","0.00","0.00","0.22","0.13","0.00","0.00","0.23","0.11","0.00"
"Bb_015","0.04","0.04","0.04","0.05","0.02","0.11","0.00","0.00","0.00","0.35","0.15","0.00","0.00","0.37","0.20","0.00"
"Bb_016","0.07","0.05","0.02","0.08","0.00","0.15","0.00","0.00","0.00","0.21","0.30","0.11","0.00","0.06","0.23","0.03"
"Bb_017","0.08","0.08","0.07","0.08","0.00","0.19","0.00","0.00","0.00","0.45","0.26","0.00","0.00","0.15","0.10","0.00"
"Bb_018","0.06","0.07","0.07","0.06","0.00","0.17","0.17","0.00","0.00","0.39","0.27","0.00","0.00","0.13","0.14","0.00"
"Bb_019","0.09","0.09","0.05","0.11","0.00","0.15","0.10","0.00","0.00","0.45","0.20","0.00","0.00","0.21","0.20","0.00"
"Bb_020","0.09","0.07","0.05","0.07","0.00","0.12","0.11","0.00","0.00","0.13","0.48","0.08","0.00","0.02","0.26","0.00"
"Bb_021","0.08","0.05","0.05","0.09","0.00","0.14","0.00","0.00","0.00","0.36","0.19","0.00","0.00","0.24","0.23","0.00"
"Bb_022","0.10","0.08","0.05","0.07","0.05","0.00","0.00","0.00","0.00","0.31","0.12","0.00","0.00","0.45","0.14","0.00"
"Bb_023","0.08","0.06","0.07","0.05","0.00","0.07","0.00","0.00","0.00","0.39","0.22","0.00","0.00","0.29","0.14","0.00"
"Bb_024","0.05","0.07","0.07","0.03","0.13","0.00","0.00","0.00","0.07","0.43","0.09","0.00","0.01","0.33","0.07","0.00"
"Bb_025","0.09","0.12","0.06","0.09","0.24","0.10","0.00","0.00","0.31","0.24","0.17","0.00","0.12","0.25","0.00","0.00"
"Bb_026","0.02","0.00","0.00","0.00","0.03","0.03","0.00","0.00","0.00","0.36","0.18","0.00","0.00","0.18","0.02","0.00"
"Bb_027","0.00","0.00","0.00","0.00","0.00","0.20","0.00","0.00","0.00","0.23","0.28","0.02","0.00","0.07","0.15","0.00"
"Bb_028","0.00","0.07","0.02","0.00","0.00","0.12","0.24","0.00","0.00","0.39","0.08","0.03","0.00","0.15","0.09","0.00"
"Bb_029","0.00","0.12","0.00","0.00","0.00","0.05","0.00","0.00","0.00","0.35","0.27","0.00","0.00","0.24","0.07","0.00"
"Bb_030","0.00","0.11","0.00","0.00","0.00","0.23","0.00","0.00","0.00","0.22","0.34","0.42","0.00","0.16","0.28","0.04"
"Bb_031","0.00","0.03","0.00","0.00","0.00","0.14","0.14","0.00","0.00","0.44","0.15","0.00","0.00","0.10","0.06","0.00"
"Bb_032","0.00","0.05","0.00","0.00","0.00","0.13","0.06","0.00","0.00","0.43","0.25","0.00","0.00","0.19","0.00","0.00"
"Bb_033","0.00","0.02","0.00","0.00","0.00","0.22","0.00","0.00","0.00","0.42","0.15","0.00","0.00","0.34","0.13","0.00"
"Bb_034","0.07","0.00","0.00","0.00","0.15","0.01","0.00","0.00","0.08","0.27","0.06","0.00","0.09","0.27","0.01","0.00"
"Bb_035","0.00","0.09","0.02","0.02","0.00","0.15","0.01","0.00","0.00","0.28","0.28","0.00","0.00","0.19","0.14","0.00"
"Bb_036","0.03","0.00","0.00","0.00","0.21","0.00","0.00","0.00","0.14","0.33","0.13","0.00","0.02","0.22","0.03","0.00"
"Bb_037","0.00","0.00","0.00","0.00","0.00","0.17","0.00","0.00","0.00","0.42","0.16","0.00","0.00","0.24","0.07","0.00"
"Bb_038","0.04","0.05","0.00","0.00","0.04","0.21","0.01","0.00","0.00","0.34","0.21","0.00","0.00","0.20","0.15","0.00"
"Bb_039","0.02","0.08","0.02","0.03","0.00","0.16","0.00","0.00","0.00","0.35","0.22","0.00","0.00","0.31","0.14","0.00"
"Bb_040","0.03","0.00","0.00","0.01","0.00","0.10","0.00","0.00","0.00","0.49","0.23","0.00","0.00","0.25","0.10","0.00"
"Bb_041","0.07","0.03","0.04","0.05","0.18","0.23","0.12","0.00","0.17","0.09","0.22","0.00","0.08","0.20","0.07","0.00"
"Bb_042","0.08","0.05","0.05","0.06","0.09","0.15","0.15","0.00","0.04","0.36","0.21","0.00","0.00","0.29","0.30","0.00"
"Bb_043","0.02","0.04","0.05","0.06","0.00","0.24","0.00","0.00","0.00","0.56","0.12","0.00","0.00","0.02","0.00","0.00"
"Bb_044","0.05","0.11","0.05","0.06","0.00","0.32","0.07","0.00","0.00","0.28","0.26","0.00","0.00","0.23","0.05","0.00"
"Bb_045","0.05","0.07","0.03","0.04","0.00","0.20","0.07","0.00","0.00","0.36","0.25","0.00","0.00","0.10","0.16","0.00"
"Bb_046","0.05","0.05","0.01","0.04","0.02","0.36","0.03","0.00","0.00","0.48","0.26","0.00","0.00","0.43","0.20","0.00"
"Bb_047","0.04","0.06","0.07","0.07","0.22","0.01","0.00","0.00","0.15","0.42","0.04","0.00","0.09","0.42","0.10","0.00"
"Bb_048","0.11","0.04","0.03","0.02","0.26","0.01","0.00","0.00","0.34","0.24","0.00","0.00","0.32","0.27","0.00","0.00"
"Bb_049","0.05","0.02","0.01","0.04","0.00","0.19","0.01","0.00","0.00","0.38","0.25","0.00","0.00","0.15","0.14","0.00"
"Bb_050","0.06","0.06","0.05","0.05","0.14","0.05","0.00","0.00","0.00","0.55","0.22","0.00","0.00","0.42","0.30","0.00"
"Bb_051","0.00","0.00","0.00","0.00","0.03","0.03","0.00","0.00","0.00","0.38","0.14","0.00","0.02","0.28","0.18","0.00"
"Bb_052","0.00","0.00","0.00","0.00","0.00","0.12","0.00","0.00","0.00","0.23","0.31","0.00","0.00","0.11","0.30","0.00"
"Bb_053","0.00","0.09","0.00","0.00","0.00","0.22","0.00","0.00","0.00","0.22","0.33","0.16","0.00","0.26","0.23","0.00"
"Bb_054","0.00","0.06","0.00","0.00","0.00","0.22","0.00","0.00","0.00","0.36","0.26","0.00","0.00","0.35","0.17","0.00"
"Bb_055","0.00","0.12","0.00","0.00","0.00","0.25","0.09","0.00","0.00","0.45","0.26","0.03","0.00","0.16","0.05","0.00"
"Bb_056","0.00","0.05","0.00","0.00","0.00","0.15","0.00","0.00","0.00","0.18","0.32","0.00","0.00","0.02","0.09","0.00"
"Bb_057","0.00","0.03","0.00","0.00","0.00","0.09","0.26","0.00","0.00","0.28","0.08","0.00","0.00","0.18","0.15","0.00"
"Bb_058","0.00","0.05","0.00","0.00","0.00","0.14","0.06","0.00","0.00","0.31","0.22","0.07","0.00","0.18","0.12","0.00"
"Bb_059","0.00","0.09","0.00","0.00","0.00","0.15","0.00","0.00","0.00","0.36","0.19","0.00","0.00","0.29","0.11","0.00"
"Bb_060","0.00","0.04","0.00","0.00","0.00","0.09","0.00","0.00","0.00","0.23","0.17","0.00","0.00","0.25","0.12","0.00"
"Bb_061","0.02","0.00","0.00","0.00","0.02","0.12","0.05","0.00","0.00","0.41","0.17","0.00","0.00","0.14","0.13","0.00"
"Bb_062","0.00","0.05","0.00","0.00","0.00","0.13","0.00","0.00","0.00","0.21","0.27","0.16","0.00","0.01","0.18","0.02"
"Bb_063","0.00","0.00","0.00","0.00","0.00","0.08","0.00","0.00","0.00","0.29","0.18","0.05","0.00","0.17","0.16","0.04"
"Bb_064","0.00","0.00","0.00","0.00","0.00","0.14","0.00","0.00","0.00","0.25","0.13","0.00","0.00","0.25","0.09","0.00"
"Bb_065","0.01","0.01","0.01","0.02","0.02","0.11","0.00","0.00","0.00","0.36","0.17","0.01","0.00","0.35","0.22","0.02"
"Bb_066","0.02","0.01","0.00","0.02","0.00","0.14","0.00","0.00","0.00","0.24","0.30","0.14","0.00","0.06","0.22","0.05"
"Bb_067","0.02","0.02","0.00","0.00","0.00","0.20","0.00","0.00","0.00","0.45","0.35","0.00","0.00","0.17","0.10","0.00"
"Bb_068","0.00","0.04","0.00","0.01","0.00","0.19","0.18","0.00","0.00","0.37","0.23","0.02","0.00","0.12","0.11","0.00"
"Bb_069","0.02","0.08","0.00","0.02","0.00","0.17","0.13","0.00","0.00","0.48","0.19","0.00","0.00","0.20","0.18","0.00"
"Bb_070","0.03","0.06","0.02","0.00","0.00","0.11","0.13","0.00","0.00","0.14","0.46","0.15","0.00","0.02","0.25","0.00"
"Bb_071","0.02","0.00","0.00","0.00","0.00","0.16","0.00","0.00","0.00","0.42","0.17","0.02","0.00","0.24","0.21","0.00"
"Bb_072","0.01","0.02","0.02","0.02","0.05","0.00","0.00","0.00","0.00","0.37","0.13","0.00","0.00","0.45","0.12","0.00"
"Bb_073","0.00","0.00","0.00","0.00","0.00","0.07","0.00","0.00","0.00","0.46","0.23","0.00","0.00","0.29","0.13","0.00"
